id;wb_1;wb_2;wb_3;wb_4;wb_5;wb_6;wb_7;wb_8;wb_9;wb_10;wb_11;wb_12;wb_13;wb_14;stress_1;stress_2;stress_3;stress_4;stress_5;stress_6;stress_7;soc_1;soc_2;soc_3;soc_4;soc_5;soc_6;soc_7;soc_8;soc_9;soc_10;soc_11;soc_12;soc_13;sonc_1;sonc_2;sonc_3;sonc_4;sonc_5;sonc_6;sonc_7;sonc_8;trust_media;trust_court;trust_police;trust_pm;trust_gov;trust_econ;trust_health;trust_hospital;trust_edu;trust_localgov;trust_relig;support_family;support_community;support_virtual;support_gov;support_work;support_relig;support_friends;gender;age;age_1;soc;sonc;wb;trust;support;mh;edu - dummy;edu;stress
465;2;2;4;5;6;6;5;4;3;5;5;2;2;6;2;1;1;2;0;1;1;6;3;3;2;5;4;5;6;7;5;4;6;6;5;5;6;6;6;4;5;4;3;5;5;1;2;2;2;5;1;4;1;5;5;4;1;4;1;5;1;1970;51;4.769230769;5.125;4.071428571;2.818181818;3.571428571;1.923076923;4;secondary;8
466;6;6;6;6;6;5;5;5;6;6;5;6;5;6;1;1;1;1;1;3;2;6;4;5;7;4;6;4;5;4;6;6;7;6;3;5;4;4;4;1;3;4;1;1;4;5;5;5;4;3;3;1;2;3;3;1;4;2;2;2;1;1978;43;5.384615385;3.5;5.642857143;3.090909091;2.428571429;1.923076923;6;tertiary;10
467;5;6;4;4;5;5;4;3;4;4;4;4;3;5;1;0;2;0;1;1;1;4;6;6;5;6;5;4;3;6;4;6;6;6;1;4;4;6;5;3;3;5;3;3;4;1;1;1;1;5;2;4;3;5;4;1;1;4;;4;1;1986;35;5.153846154;3.875;4.285714286;2.545454545;3.166666667;1.461538462;8;primary;6
468;6;3;4;2;4;1;5;4;2;3;3;4;5;5;1;1;1;2;2;0;0;2;3;6;5;3;2;4;2;2;2;4;7;6;3;4;4;7;4;2;6;6;4;5;5;1;1;1;1;5;3;4;4;5;4;;3;4;;4;1;1985;36;3.692307692;4.5;3.642857143;3.090909091;4;1.692307692;8;primary;7
469;3;5;4;2;1;2;3;2;4;5;3;3;3;4;1;1;1;1;1;1;1;6;4;4;6;5;5;6;5;5;5;4;5;4;1;5;4;4;4;3;5;5;3;4;4;2;2;2;3;4;3;3;3;4;4;3;3;4;3;4;1;1987;34;4.923076923;3.875;3.142857143;3;3.571428571;1.923076923;6;tertiary;7
470;4;5;4;1;6;1;3;1;5;5;5;3;5;5;0;0;0;0;0;1;0;6;6;6;5;7;7;6;6;5;6;5;5;7;2;2;5;6;5;5;3;5;2;4;3;1;1;2;1;4;3;4;2;5;;;2;5;;4;1;1962;59;5.923076923;4.125;3.785714286;2.454545455;4;1.153846154;6;tertiary;1
471;5;5;5;4;6;5;4;3;4;5;5;5;4;5;1;1;0;0;0;0;0;3;4;6;7;7;7;7;3;7;3;3;1;7;3;3;5;7;5;1;3;7;2;3;3;1;1;1;1;4;1;4;3;5;5;5;1;5;1;5;1;1990;31;5;4.25;4.642857143;2.181818182;3.857142857;1.384615385;5;tertiary;2
472;4;6;5;5;3;1;1;2;4;3;5;5;6;6;1;0;0;0;1;0;0;6;5;6;7;5;6;6;6;5;5;6;7;6;2;2;5;5;5;6;3;4;2;4;4;2;2;2;2;5;2;4;2;5;2;2;1;4;3;4;1;1993;28;5.846153846;4;4;2.818181818;3;1.230769231;6;tertiary;2
473;6;6;5;2;1;5;5;5;5;5;3;5;5;6;1;0;1;2;1;1;0;5;3;3;7;4;6;6;5;6;3;3;6;5;2;5;5;5;5;3;3;6;4;4;4;1;2;1;2;5;2;5;1;5;3;5;2;5;1;5;1;1983;38;4.769230769;4.25;4.571428571;2.818181818;3.714285714;1.615384615;5;tertiary;6
474;4;4;4;3;5;4;4;3;5;6;6;5;5;5;2;2;3;1;1;1;2;7;3;2;6;5;5;7;2;3;2;4;7;2;1;6;2;1;3;2;1;3;1;1;1;1;1;1;2;4;3;2;1;5;3;2;1;5;1;5;1;1976;45;4.230769231;2.375;4.5;1.636363636;3.142857143;2.461538462;4;secondary;12
475;4;5;5;5;5;3;3;3;5;5;5;5;5;5;1;1;1;0;0;1;1;2;3;2;6;3;6;6;6;6;4;5;5;6;5;2;2;3;3;6;3;1;1;1;2;1;1;1;2;4;1;1;1;5;3;3;2;5;4;4;1;1988;33;4.615384615;3.125;4.5;1.454545455;3.714285714;1.615384615;5;tertiary;5
476;2;2;3;1;5;3;5;3;5;5;5;3;5;4;0;0;0;0;0;1;1;4;4;2;6;7;4;5;3;5;3;4;6;3;2;4;3;5;4;3;3;5;2;;;1;1;1;1;4;1;;1;5;1;;1;4;;4;1;1990;31;4.307692308;3.625;3.642857143;1.5;3;1.230769231;5;tertiary;2
